response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202110-0000001,CAMP-2021-005,IND2110006577,ACC0034056,2021-10-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000002,CAMP-2021-005,IND2110004264,ACC0033571,2021-10-05,converted,56.0,sms,Customer accepted offer for digital_wallet through sms.
RESP-202110-0000003,CAMP-2021-005,IND2110001378,ACC0033816,2021-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000004,CAMP-2021-005,IND2110007929,ACC0033833,2021-10-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000005,CAMP-2021-005,IND2110003628,ACC0033840,2021-10-12,opened,,sms,Customer opened or viewed the campaign message.
RESP-202110-0000006,CAMP-2021-005,IND2110005325,ACC0034252,2021-10-18,opened,,email,Customer opened or viewed the campaign message.
RESP-202110-0000007,CAMP-2021-005,IND2110005649,ACC0033606,2021-10-10,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000008,CAMP-2021-005,IND2110012491,ACC0033919,2021-10-16,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000009,CAMP-2021-005,IND2110009299,ACC0033807,2021-10-13,opened,,email,Customer opened or viewed the campaign message.
RESP-202110-0000010,CAMP-2021-005,IND2110004799,ACC0034121,2021-10-22,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000011,CAMP-2021-005,IND2110001039,,2021-10-20,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000012,CAMP-2021-005,IND2110009513,,2021-10-01,opted_out,,email,Customer opted out of marketing messages for this channel.
RESP-202110-0000013,CAMP-2021-005,IND2110003264,ACC0033414,2021-10-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000014,CAMP-2021-005,IND2110011681,ACC0034015,2021-10-16,opened,,email,Customer opened or viewed the campaign message.
RESP-202110-0000015,CAMP-2021-005,IND2110011196,ACC0034087,2021-10-09,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000016,CAMP-2021-005,IND2110000928,ACC0033369,2021-10-03,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000017,CAMP-2021-005,IND2110009489,ACC0033466,2021-10-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000018,CAMP-2021-005,IND2110008177,,2021-10-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000019,CAMP-2021-005,IND2110008823,ACC0033772,2021-10-06,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-202110-0000020,CAMP-2021-005,IND2110000247,ACC0033462,2021-10-12,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000021,CAMP-2021-005,IND2110001488,ACC0033796,2021-10-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-202110-0000022,CAMP-2021-005,IND2110010456,,2021-10-05,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000023,CAMP-2021-005,IND2110006765,,2021-10-08,opened,,sms,Customer opened or viewed the campaign message.
RESP-202110-0000024,CAMP-2021-005,IND2110005776,ACC0033883,2021-10-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-202110-0000025,CAMP-2021-005,IND2110007565,ACC0033615,2021-10-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000026,CAMP-2021-005,IND2110010743,ACC0034107,2021-10-19,opted_out,,email,Customer opted out of marketing messages for this channel.
RESP-202110-0000027,CAMP-2021-005,IND2110002113,,2021-10-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000028,CAMP-2021-005,IND2110012161,ACC0034211,2021-10-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000029,CAMP-2021-005,IND2110006835,ACC0033727,2021-10-04,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000030,CAMP-2021-005,IND2110009481,ACC0033502,2021-10-11,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000031,CAMP-2021-005,IND2110009790,ACC0034284,2021-10-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000032,CAMP-2021-005,IND2110004694,ACC0033248,2021-10-06,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202110-0000033,CAMP-2021-005,IND2110009907,,2021-10-08,opened,,email,Customer opened or viewed the campaign message.
RESP-202110-0000034,CAMP-2021-005,IND2110000606,ACC0033775,2021-10-07,opened,,email,Customer opened or viewed the campaign message.
RESP-202110-0000035,CAMP-2021-005,IND2110004198,ACC0033821,2021-10-17,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000036,CAMP-2021-005,IND2110007396,ACC0033901,2021-10-16,complained,,email,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202110-0000037,CAMP-2021-005,IND2110005493,ACC0034200,2021-10-20,ignored,,email,No direct action recorded after campaign exposure.
RESP-202110-0000038,CAMP-2021-005,IND2110002417,ACC0033867,2021-10-22,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000039,CAMP-2021-005,IND2110001061,ACC0033366,2021-10-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000040,CAMP-2021-005,IND2110010435,ACC0033991,2021-10-23,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202110-0000041,CAMP-2021-006,IND2110005205,ACC0033488,2021-10-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202110-0000042,CAMP-2021-006,IND2110000928,ACC0033369,2021-10-19,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202110-0000043,CAMP-2021-006,IND2110006838,,2021-10-28,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202110-0000044,CAMP-2021-006,IND2110000606,ACC0033775,2021-10-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202110-0000045,CAMP-2021-006,IND2110009536,ACC0034001,2021-10-23,converted,286.0,app_push,Customer accepted offer for digital_wallet through app_push.
RESP-202110-0000046,CAMP-2021-006,IND2110007040,ACC0034155,2021-10-07,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202110-0000047,CAMP-2021-006,IND2110000626,ACC0034025,2021-10-28,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202110-0000048,CAMP-2021-006,IND2110002100,,2021-10-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202110-0000049,CAMP-2021-006,IND2110006577,ACC0034056,2021-10-04,ignored,,app_push,No direct action recorded after campaign exposure.
