comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202511-000001,ACC0110146,IND2506004214,chatbot,inbound,2025-11-03T19:56:23+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202511-000003,ACC0081525,IND2402015525,email,inbound,2025-11-29 08:17:08,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202511-000008,ACC0051305,IND2209016831,branch_visit,inbound,19/11/2025 12:10,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202511-000011,ACC0040297,IND2202018671,sms,outbound,2025-11-19T20:29:46+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202511-000013,ACC0085782,IND2404004704,social_media,inbound,2025/11/23 20:13:28,App login problem,"Howzit, The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.",negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202511-000014,ACC0055867,IND2211017029,whatsapp,inbound,25-Nov-2025 10:05,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202511-000015,ACC0101474,IND2501015632,chatbot,inbound,2025-11-09T19:03:02+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202511-000016,ACC0089067,IND2406016330,phone_call,inbound,19/11/2025 13:17,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202511-000018,ACC0100602,IND2501017194,phone_call,inbound,25/11/2025 17:42,Unauthorised bank charge enquiry,"Hi there, Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.",negative,True,fee_dispute,escalted,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202511-000020,ACC0111225,IND2507002123,whatsapp,inbound,26-Nov-2025 08:13,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202511-000022,ACC0114098,IND2508012389,email,inbound,2025-11-24 16:58:49,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202511-000024,ACC0025873,IND2104005289,chatbot,inbound,2025-11-12T07:40:14+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202511-000027,ACC0002118,IND1902002552,app_message,inbound,2025-11-18T10:27:16+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202511-000028,ACC0107232,COM2504000161,phone_call,inbound,12/11/2025 07:32,Unauthorised bank charge enquiry,"Howzit, Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.",negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202511-000033,ACC0018236,IND1901012603,phone_call,inbound,24/11/2025 07:50,Why did my debit order fail?,"Eish, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202511-000035,ACC0082112,IND2402019176,sms,outbound,2025-11-14T08:48:54+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
