suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-201905-00001,ACC0004876,IND1903008354,phone_call,16/05/2019 18:47,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201905-00002,ACC0004283,IND1903005793,branch_visit,05/05/2019 09:15,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201905-00003,ACC0001335,IND1901015197,phone_call,30/05/2019 08:15,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201905-00004,ACC0004186,IND1903008047,phone_call,20/05/2019 18:59,A monthly fee breakdown would make the statement easier to understand.,fees,implemented
SUG-201905-00005,ACC0001745,IND1902009866,branch_visit,18/05/2019 10:00,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201905-00006,ACC0006992,COM1904000195,phone_call,05/05/2019 07:58,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201905-00007,ACC0003783,IND1903008845,branch_visit,14/05/2019 13:05,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-201905-00008,ACC0002894,IND1902017223,branch_visit,11/05/2019 09:00,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-201905-00009,ACC0003973,IND1903002029,phone_call,11/05/2019 12:21,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201905-00010,ACC0000726,IND1901012497,branch_visit,07/05/2019 08:00,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201905-00011,ACC0000813,IND1901000596,phone_call,15/05/2019 09:53,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201905-00012,ACC0000362,IND1901010400,branch_visit,21/05/2019 09:20,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201905-00013,ACC0000189,IND1901003338,phone_call,20/05/2019 16:43,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
