comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-201905-000002,ACC0001839,IND19013991,phone_call,inbound,22/05/2019 12:22,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000003,ACC0002318,IND19015821,branch_visit,inbound,29/05/2019 11:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-201905-000005,ACC0001378,IND19007735,branch_visit,inbound,28/05/2019 09:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201905-000007,ACC0004762,IND19013396,phone_call,inbound,25/05/2019 11:41,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-201905-000010,ACC0002850,IND19013194,branch_visit,inbound,19/05/2019 12:20,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-201905-000012,ACC0004127,IND19020564,phone_call,inbound,03/05/2019 16:11,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,digital_issue,escalted,Digital support case created with device and login details.
COMM-201905-000016,ACC0004853,IND19015189,branch_visit,inbound,28/05/2019 11:30,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-201905-000018,ACC0006808,IND19004647,phone_call,inbound,08/05/2019 07:49,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000021,ACC0003719,IND19005540,branch_visit,inbound,13/05/2019 15:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,other,escalted,Customer care team reviewing the account history.
COMM-201905-000025,ACC0001412,IND19009021,branch_visit,inbound,28/05/2019 09:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-201905-000027,ACC0004853,IND19015189,branch_visit,inbound,13/05/2019 09:50,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000029,ACC0002865,IND19014744,phone_call,inbound,06/05/2019 15:36,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-201905-000032,ACC0004125,IND19014196,branch_visit,inbound,19/05/2019 15:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fraud_concern,escalted,Card monitoring case opened and customer advised on dispute documents.
COMM-201905-000036,ACC0005775,IND19005306,phone_call,inbound,18/05/2019 17:40,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-201905-000037,ACC0002285,IND19014584,phone_call,inbound,26/05/2019 15:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000041,ACC0003554,IND19020287,phone_call,inbound,26/05/2019 14:12,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-201905-000044,ACC0004943,IND19018779,phone_call,inbound,22/05/2019 10:03,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-201905-000048,ACC0003229,IND19017654,branch_visit,inbound,24/05/2019 09:10,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-201905-000049,ACC0006683,IND19001562,branch_visit,inbound,10/05/2019 12:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,other,resolved,Customer care team reviewing the account history.
COMM-201905-000052,ACC0000687,IND19005091,phone_call,inbound,13/05/2019 16:56,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201905-000053,ACC0001894,IND19004378,branch_visit,inbound,29/05/2019 15:50,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-201905-000054,ACC0003382,COM19000138,branch_visit,inbound,03/05/2019 12:15,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
COMM-201905-000070,ACC0002460,IND19001065,phone_call,inbound,20/05/2019 18:35,Unauthorised bank charge enquiry,"Eish, Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.",negative,True,statement_error,open,Statement extract queued for reconciliation review.
COMM-201905-000071,ACC0005457,IND19006688,phone_call,inbound,17/05/2019 14:04,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000074,ACC0003075,IND19016421,branch_visit,inbound,04/05/2019 14:10,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,other,resolved,Customer care team reviewing the account history.
COMM-201905-000078,ACC0002265, IND19017038 ,phone_call,inbound,22/05/2019 09:43,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-201905-000079,ACC0003973,IND19002029,phone_call,inbound,08/05/2019 09:31,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fee_dispute,escalted,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201905-000080,ACC0002265, IND19017038 ,phone_call,inbound,16/05/2019 14:31,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
COMM-201905-000085,ACC0001153,IND19015308,branch_visit,inbound,19/05/2019 11:30,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
